Title,Department,Job_type,Sentiment,Rating,Likes,Dislikes
Process Leader,Procurement & Purchase Department,Full Time,Positive,5,There are many learning platform to upskill ourselves,terrible work life balance is not comfortable
Scrum Master,Technology / IT Department,Full Time,Positive,5,Work life balance,Increment is not that bad
Process Associate,Operations Department,Full Time,Positive,5,Flexibel work environment,bad management such
Consultant,Software Development Department,Full Time,Positive,5,Culture and helping colleagues.,terrible work life balance and salary.
Senior Professional Consultant,Quality Assurance and Testing Department,Full Time,Positive,5,Job security is there. Company culture is good.,No appraisal given in last year
Manager,Business Intelligence & Analytics Department,Full Time,Positive,5,Good projects,terrible work life balance is not badin some horrible project managements
Associate Engineer,IT Network Department,Full Time,Neutral,3,job security,"little appraisal
no bonus
no badpolicy for employee
90 days notice period"
Associate Consultant,Software Development Department,Full Time,Positive,5,Great mentors and good initial opportunities,No flexibility to choose horrible project managements or domains
Scrum Master Project Manager,Technology / IT Department,Full Time,Positive,5,Work life balance honestly.,Control with HR on major policies
Manager,IT Support Department,Full Time,Positive,5,Good management & Learning opportunities,"Salary hike is less, few horrible project managements have night shifts"
Consultant,DevOps Department,Full Time,Positive,5,Capgemini gave me a opportunity to learn and update my skills.,"bad managementmuch, except the hike and all"
Engineer Trainee,Software Development Department,Intern,Positive,5,"Good guidance and support, free food.",Thw timings and work were very erratic and hectic
Team Manager,Operations Department,Full Time,Positive,5,"Work life balance
Learnings","Compensation 
no promotion"
Consultant,Software Development Department,Full Time,Positive,5,Work culture.,Group politics in team and management encourages.
Sr Analyst-software Engineer,Other Department,Full Time,Positive,5,Work life balance and provides so many resources to enhance our skills,Only thing is Appraisals and no promotions
Senior Software Engineer,Software Development Department,Full Time,Positive,5,My current team is good and friendly. This makes us to work together and easier,"Salary and compensation is below average.
HR won't reply you back easily."
Qa/qc Manager,Quality Assurance and Testing Department,Full Time,Positive,5,Flexible work time,Salary increment and no promotions
Senior Software Engineer,General Insurance Department,Full Time,Positive,5,The culture of the office is very nice.,Yearly hike is very less.
Senior Professional C4,Quality Assurance and Testing Department,Full Time,Neutral,3,NA(Working in client location. Never visited company),No point of contact for any queries.
Devops Engineer,DevOps Department,Full Time,Positive,5,Skill development programmes and work environment,"Hybrid work, unable to balance work place and home"
Hr Recruitment Analyst   (working remotely),Recruitment & Talent Acquisition Department,Full Time,Positive,5,Everything work cultural work life balance,horrible
Experian Power Curve Devoloper,Banking Operations Department,Full Time,Positive,5,"Good support from manager and Team Leader. 
Balance in work life.",bad managementfor now
Quality Manager,Banking Operations Department,Full Time,Positive,5,"Work life balance, flexible, and knowledge learning","Appraisals, hike and on boarding process need to be improvise"
Software Developer,Software Development Department,Full Time,Neutral,3,Work-life balance,"Limited growth opportunities, salary appraisals and no promotions happen at a very low scale."
Associate Software Engineer,Hardware Department,Full Time,Neutral,3,Learning opportunities are good,"worst work culture is worst. 
Management is not bad."
Associate Consultant,IT Consulting Department,Full Time,Positive,5,Work life balance and hybrid,Increments and self growth
Senior Consultant,Software Development Department,Full Time,Neutral,3,great as such,Salary and annual increment is poor
Software Tester,IT Infrastructure Services Department,Full Time,Positive,5,Good culture and work culture,bad managementlike dislike in it
Associated Consultant,Software Development Department,Full Time,Negative,2,Good campus,Not badexperience with resource management
Operations Manager,Other Department,Full Time,Neutral,3,Hybrid,"Layoffs
No time given to improve 
The recruitment and interviewers and interviews"
Software Engineer,Software Development Department,Full Time,Positive,5,Good office culture,Stagnant salary hike and no promotion
Senior Consultant,IT Network Department,Full Time,Positive,5,No compulsion in working from office.,"Leave policy, appraisals, typical office politics."
Presentation Specialist,Non Voice Department,Full Time,Positive,5,It have very good culture and good management people...,Hike is very low
Finance Manager,"Operations, Maintenance & Support Department",Full Time,Negative,2,great,Management forced me to put the resignation and now I am ideal from the last 2 month with no job
Team Lead,Accounting & Taxation Department,Full Time,Positive,5,Work freedom,bad managementto say any specific point. I was very happy to work at capgemini
Team Manager,Finance Department,Full Time,Negative,2,great to say. My experience was not good due to job Security.,Job insecurity 0%. horrible project management scarcity.
Hadoop Admin,DBA / Data warehousing Department,Full Time,Neutral,3,As a fresher it is good company,For experienced it is not a badcompany
Senior Associate,Finance Department,Full Time,Positive,5,Well good satisfaction,Cab issues
Professional 5,Quality Assurance and Testing Department,Full Time,Positive,5,great much,"No salary and work satisfaction 
Can’t contact for issues on co employees"
Process Associate,Life Insurance Department,Full Time,Positive,5,Work life is balanced here fix shif and fix off,Poor management
Software Engineer,Banking Operations Department,Full Time,Neutral,3,Goodggh,Foodfgh hhhh bhh jhh hhh
Rpa Developer,Software Development Department,Full Time,Positive,5,Good work-life balance and helped in skill development,"no promotions, less salary hike"
Senior Associate (Procurement Team),Procurement & Purchase Department,Full Time,Positive,5,Job security,Salary no promotion & Appraisal are satisfactory
Senior Analyst,Service Delivery Department,Full Time,Negative,2,great,"Don't join the CG as fresher, CG don't have horrible project managements right now, they have hired so many resources and are not able to deploy every resource in the horrible project management"
Senior Associate,Banking Operations Department,Full Time,Positive,5,Seniors leadership is good,Assign horrible project management as per required.
Senior Manager,Finance Department,Full Time,Neutral,3,No comments to add now,No comments to add now
Test Management Specialist,IT Consulting Department,Full Time,Neutral,3,EPIP Campus,"Appraisal process,  HR spocs, office chairs food in food court and bathrooms"
Cloud Program Manager,Cloud Department,Full Time,Negative,2,No,"There is no terrible work life balance at all. horrible project managements are not assigned as per your skills. People are termed as ""resources"" in official calls/meetings als."
Analyst - Software Engineer,IT Infrastructure Services Department,Full Time,Positive,5,Everything is good as per expectation.,Salary needs to badas per present module.
Sap Basis Consultant,Operations Department,Full Time,Neutral,3,Only hybrid model policy .,Always only on cost savings.. for that ko no promotion . No badhike. horrible.
Senior Innovation Consultant,BD / Pre Sales Department,Full Time,Neutral,3,"Flexible working hours
Global team presence","Poor managers
Lack of leadership 
Poor decision making seniors"
Software Tester,IT Infrastructure Services Department,Full Time,Neutral,3,It all open for new ideas,long internship periods
Software Analyst,IT Support Department,Full Time,Positive,5,Have a Job security in CG,There is Rotational shifts in CG
Java Software Engineer,Software Development Department,Full Time,Negative,2,great,Worst worst work culture. They treat you as slave
Consultant,IT Infrastructure Services Department,Full Time,Positive,5,Nice company,bad managementyet for dislike here
Consultant,DBA / Data warehousing Department,Full Time,Positive,5,"Good amount of trainings to upskill,",Management is too biased towards client
ERP SCM MM Consultant Lead,Quality Assurance and Testing Department,Full Time,Positive,5,Really Good company,I don’t think so any dislikes in this company
Senior Consultant-Automation Engineer,Technology / IT Department,Full Time,Positive,5,Work life balance is good as that of I. Tcs,Hikes are less for current year
Accounts Receivable Associate,Finance Department,Full Time,Positive,5,Hybrid mode and work life balance,Salary and appraisal
Associate Consultant,Software Development Department,Full Time,Positive,5,"Job security, flexibility","Underpaid, recognition"
Senior Consultant,Software Development Department,Full Time,Positive,5,"Good work life balance, nice work culture",Salary hikes not that bad.
Senior Analyst,IT Consulting Department,Full Time,Positive,5,Work life balance is very good with great environment for work.,No points
Process Leader,Other Department,Full Time,Positive,5,Lk,Too much work pressure
Manager,Enterprise & B2B Sales Department,Full Time,Neutral,3,"The culture is good, that is it","No job satisfaction, salary is less, appraisal is terrible"
Senior Design Engineer,Engineering & Manufacturing Department,Full Time,Positive,5,"Good Working Culture.
Supportive Managers and leads.
Good Campus.",horrible project managements and skill development.
Senior Analyst,Non Voice Department,Full Time,Positive,5,"Everything .
I love working here.","bad management Such.....
Every organisation has some issues...but it works"
Associate,Technical publication Department,Full Time,Positive,5,A Better compensation would be good especially after year end assessment. It actually depends on project Rather than the individual performance.,no feedback
Process Associate,Back Office Department,Full Time,Positive,5,Working environment,Management in some specific process
Bi Data Warehouse Developer,Business Intelligence & Analytics Department,Full Time,Neutral,3,Good Projects and team members,"Bad RMG 
Not allocating resources according to training"
Data Scientist,Data Science & Machine Learning Department,Full Time,Neutral,3,"Job security, ok ok work life balance.",Very less hikes and internal politics
SAP HR  HCM Associate Consultant,IT Support Department,Full Time,Positive,5,"Work balance.flexibilty ,job security",horrible.Everything is well.
Sr Consultant,Banking Operations Department,Full Time,Positive,5,"Continous oppurtunities to learn new things.
Scope to learn new things and explore
Friendly work environmenr.
Proper guidance from Senior management",horrible
Senior Software Engineer,"Investment Banking, Private Equity & VC Department",Full Time,Positive,5,The work environment and work line balance,Appraisal cycle for freshers
Manager,Software Development Department,Full Time,Positive,5,Good exposure to learn and certification,Long working hours and so many session to attend
Senior Professional I - Engineer,Engineering & Manufacturing Department,Full Time,Positive,5,Learning and Development,Management politics and no better pay
Analyst,Operations Support Department,Full Time,Positive,5,"Salary, work culture and worklife balance.",Management
Consultant,Business Intelligence & Analytics Department,Full Time,Positive,5,"Good work life balance.
Positive team culture.
Good people to work with.","Opaque appraisal process.
Very less increment."
It Consultant,Operations Department,Full Time,Neutral,3,great special to highlight in good point. Just overall below average.,Manager are rude and bad spoken. Will abuse you mentally and verbally. They act like the dictator that no one can say anything to them because there are working there since ages.
Sourcer,Recruitment & Talent Acquisition Department,Contractual,Positive,5,Giving new opportunity to work and learning new and different things at work place.,"Other than salary everything is bad
Capgemini is excellent in worst work culture, learning and development"
Software Engineering Analyst,Software Development Department,Full Time,Positive,5,"No proper hikes , salary is too low",bad management. Managers dont even talk to juniors and fresher
Senior Software Engineer,Software Development Department,Full Time,Negative,2,Bench Period and forcefully given PIP,The company provides a healthy terrible work life balance and the worst work culture is very positive.
Financial Planning Consultant,Finance Department,Full Time,Positive,5,Appraisals and promotions are not up to the mark.,I like thè atmosphere of professionalism.
Software Engineer,Software Development Department,Full Time,Negative,2,They don’t have any projects after training you have to suffer from long bench period .,Please don't allow any one to do politics in office.
Senior Soc Analyst,IT Security Department,Full Time,Positive,5,Office politics.,"Great culture, work-life balance"
Senior Manager,BD / Pre Sales Department,Full Time,Neutral,3,Extremely poor paymasters,"terrible work life balance 
Approachable management"
Administration Assistant,Administration Department,Full Time,Positive,5,Less scope of learning within the role,Work ethics and terrible work life balance.
Compensation Benefits Executive,Compensation & Benefits Department,Full Time,Positive,5,Pay and other benefits,no feedback
Associate Ii Software Engineer,Software Development Department,Full Time,Positive,5,Capgemini is the best place to work on . Capgemini helped me to improve my skills,Always they forced us to come to office regularly
Associate Consultant,Operations Support Department,Full Time,Neutral,3,"New opportunities, supporting team and leaders,","terrible work life balance is not there, too much work load, less salary"
Process Associate,Audit & Control Department,Full Time,Negative,2,great,"Everything, worst policies, and higher management aren't concerned about the situation and hardships of associates."
Analyst - Software Developer,Software Development Department,Full Time,Neutral,3,Work life balance,Opportunities to work on new technology
Qa Qc Engineer,Banking Operations Department,Full Time,Positive,5,very  good  culture,bad managements dislike
Software Test Engineer,Software Development Department,Full Time,Positive,5,Everything is amazing about Capgemini 🤗,No comment 😂 just salary part
Salesforce Developer,Software Development Department,Full Time,Positive,5,"Worklife balance,more oppurtunities,interactive,helpful,Good","horrible, no on site offers,no badappraisals"
Associate Consultant,DBA / Data warehousing Department,Full Time,Positive,5,Work Culture,"Appraisal and no promotions 
Job insecurity"
Consultant,IT Security Department,Full Time,Positive,5,Work life balance,Offer low packages
Consultant   (working remotely),Banking Operations Department,Full Time,Positive,5,Good to work in organization.,bad management is dislike to say  i think  job confirmation need
Consultant,Software Development Department,Full Time,Positive,5,Good company and good policy,No hike and no learning
Associate Consultant,IT Security Department,Full Time,Positive,5,"good to work , has good work life balance and you can learn alot",offices in tier 2 cities are not bad
Software Developer,Software Development Department,Full Time,Positive,5,One can learn new skills at Capgemini thru their online portal.,Less number of holidays and holidays get credited every month by 2.
Senior Consultant C5,Banking Operations Department,Full Time,Positive,5,"Very nice place to work, just do your duties and go home peacefully.",No negetives
Senior Associate,Finance Department,Full Time,Neutral,3,We can balance work life but coming  to hike and ratings I can give 1 rating,Salary
Manager,Business Intelligence & Analytics Department,Full Time,Positive,5,Wonderful senior leadership,Growth is not really great
Consultant,Power Generation Department,Full Time,Neutral,3,"Work life balance, flexible working",Compensation is not as per experience level
Sap Consultant,IT Consulting Department,Contractual,Positive,5,👍 good comfort,Salary package
Associate Consultant,Software Development Department,Full Time,Neutral,3,Work Life Balance,Not much growth
Process Associate,Non Voice Department,Full Time,Neutral,3,Company is okay till the the time you are performing,bad managementspecifically
Senior Software Engineer,Software Development Department,Full Time,Positive,5,". Work life balance
. Good team
. yearly benefit
. Scope of learning",None as of now
Associate,Accounting & Taxation Department,Full Time,Positive,5,Good place to work,Night shifts disappointed
Consultant,IT Consulting Department,Full Time,Positive,5,Good work life balance,Salary and no promotion
Process Associate,Health Informatics Department,Full Time,Positive,5,Best organization in the work i can say that for capgemini here i never  get harassed by anyone.,horrible
Senior Consultant,Software Development Department,Full Time,Positive,5,Over all job security wise this is one of the best organization in India.,Hike policy is not badin Capgemini. Also retention policy not that bad.
Sr Consultant,Software Development Department,Full Time,Neutral,3,Rating and promotions are average even we put lot of efforts,HR process is very slow
Senior Software Engineer,Software Development Department,Full Time,Positive,5,Good atmosphere,Recognition of badwork
Data Engineer,Software Development Department,Full Time,Negative,2,great. Bad decision to join Capgemini,"No hikes,no job insecurity, internal politics"
Associate Consultant,IT Infrastructure Services Department,Full Time,Positive,5,"Friendly working environment, managers behaviour towards employees is friendly and supportive.",bad managementto dis like at present
Global Social Advocacy Execut,Digital Marketing Department,Full Time,Positive,5,Work culture is good. I have flexible work timing that allows me to balance my work life balance.,poor career growth
Consultant,Banking Operations Department,Full Time,Positive,5,It is great to start company for freshers. Great training programs provided by Company.,Incentives are low
Consultant,Software Development Department,Full Time,Positive,5,Work life balance is good,bad managementlike that so far
Associate Consultant,IT Infrastructure Services Department,Full Time,Positive,5,Good good good good good,badbadbadbadbad
Analyst And Software Developer,Software Development Department,Full Time,Neutral,3,Work Life Balance and Job Security,Appraisal Cycle
Consultant,Software Development Department,Full Time,Positive,5,"People 
Work
Culture
Team 
Support","Politics
Handling
Talking to employees
Ect"
Talent Acquisition Specialist,Recruitment & Talent Acquisition Department,Full Time,Neutral,3,Good career growth.,Micromanagement. Every day change of plan.
Associate Consultant,Quality Assurance and Testing Department,Full Time,Negative,2,Good experience. Decent work culture,Some politics. Some people tried to sabotage my career
Associate Software Engineer,Software Development Department,Full Time,Positive,5,Work culture,No. More bench time
Database Admin   (working remotely),Construction Engineering Department,Full Time,Positive,5,Good learning,Communication not important problem
Bpo Process Associate   (working remotely),Other Department,Full Time,Positive,5,"I have really comfortable work with my team , overall like this company",Net work problem in my area
Senior Associate,Accounts payable  Department,Full Time,Positive,5,Good infrastructure,"No proper salary appraisal and no promotion here.
 No cab provided for pickup"
Consultant,IT Support Department,Full Time,Positive,5,The work life balance is really good in Capgemini.,bad management such
Senior Software Engineer,Telecom Department,Full Time,Negative,2,"great to like here, cg is one of the eorst employer.","Everything, the policies, work and their arbitration."
Associate Consultant,Software Development Department,Full Time,Positive,5,Good company to work with,Too casual in their approach
Consultant,IT Consulting Department,Full Time,Positive,5,Work life balance is good.,Appraisals are not very badhere.
Process Associate,Operations Support Department,Full Time,Positive,5,"None, yes. Yes yea yes",None no no no no
Senior Analyst,Finance Department,Full Time,Positive,5,Freshers get opportunities to learn and grow,Less likely to get increment
Senior Consultant,Banking Operations Department,Full Time,Negative,2,great,worst work culture and how they treat there employees
Software Engineer,Social & Public Service Department,Full Time,Positive,5,"Work life balance, Job security and culture.",horrible
Senior Analyst,General Insurance Department,Full Time,Positive,5,Nice company wothot of benefits,Didn't have badhorrible project managements and full of bench
Business Development Executive   (working remotely),Enterprise & B2B Sales Department,Full Time,Positive,5,Good company with a lot of potential for a good sales exec,Commission cap
Senior Consultant,Software Development Department,Full Time,Negative,2,Everything is fake and false commitment.Even HR gives fake promises on email as well.,Fake promises by hr and upper level false commitments
Consultant,Telecom Department,Full Time,Neutral,3,Working pressure will be medium,"Hikes and no promotions we shouldn't except. 
Bench is also not bad."
Senior Consultant,Business Intelligence & Analytics Department,Full Time,Positive,5,Good company policy,Extreme work pressure
Senior Consultant,Finance Department,Full Time,Positive,5,Work life balance and great learning experience,Salary
Associate Consultant - Accounts Receivable Specialist,Finance Department,Full Time,Positive,5,"Flexibility, job security","Salary hike, growth"
Embedded Software Engineer,Software Development Department,Full Time,Positive,5,company is good for a job,Capgemini Company is badto do job
Sap Sd Functional Consultant,IT Consulting Department,Full Time,Positive,5,Work culture,Payment structure need to improve
Sr. Software Engineer,Quality Assurance and Testing Department,Full Time,Positive,5,Good for experience person for freshers less salary only otherwise all good,Fresher they should increase the salary
Consultant - Business Analyst,Other Department,Full Time,Positive,5,Place to lean and have access for free certifications.,Not employee centric compy
Senior Consultant,Finance Department,Full Time,Negative,2,Work culture,Pay rise & Increment is very poor
Senior Associate,Accounting & Taxation Department,Contractual,Negative,2,Worst culture following,Zero culture have ever seen.
Senior Consultant,Technology / IT Department,Full Time,Positive,5,Good company to get the future you want.,Pay hike
Senior Software Engineer,Software Development Department,Full Time,Positive,5,Freedom to do work. And very helpful management.,Not much hike for the freshers.
Team Manager,Operations Department,Full Time,Positive,5,Everything is good here. Onsite oppertunities are less even management promises don't believe it.,No Negatives
Payroll Process Associate,Payroll & Transactions Department,Full Time,Positive,5,Really happy and learned more from capgemini.,Nope
Software Developer,Software Development Department,Full Time,Negative,2,Good freshers training.,Everything except freshers training.
Program Manager,Quality Assurance and Testing Department,Full Time,Positive,5,Work life balance,Disparity in salary vis a vis new joiners
Consultant,IT Consulting Department,Full Time,Positive,5,Happy to part of Capgemini.,As per new guideline TDW for tracking shift
Associate Consultant,Quality Assurance and Testing Department,Full Time,Positive,5,Freedom to work. Women can balance the work easily.,horrible
Manager,Banking Operations Department,Full Time,Positive,5,"Freedom to work and to learn new technologies.
Good company for 2 -3 years experience candidate to explore new technologies.",Appraisal and hike.
Senior Software Engineer,Software Development Department,Full Time,Positive,5,Work environment and colleagues are very supportive,Salary is little less for the experience
Software Test Engineer,Quality Assurance and Testing Department,Full Time,Negative,2,great,No job insecurity. Anytime they ask for resignation by giving stupid reasons
Information Developer,Content Management (Print / Online / Electronic) Department,Full Time,Positive,5,Good projects and skills,No free stuff and slow growth
Engagement Manager,Finance Department,Full Time,Positive,5,Global process knowledge,Less salary
Associate Consultant,Software Development Department,Full Time,Neutral,3,Job security,No company perks and no financial growth
Process Associate,Finance Department,Full Time,Neutral,3,Job security,They didn't provide no promotion on performance basis.
Senior Analyst,Service Delivery Department,Full Time,Neutral,3,"Skill development/Learning, Good Infrastructure, Good Team","Salary and Benefits, no promotions & Appraisals"
Senior Associate   (working remotely),Non Voice Department,Full Time,Positive,5,I can increase my knowledge at the time of work,horrible
Senior Consultant,IT Consulting Department,Part Time,Positive,5,Good Company to work with.,yearly increment is very low.
Senior Analyst,Analyst Department,Full Time,Positive,5,Excellent,"bad managementbad managementhorrible
bad managementhorrible"
Sap Abap Associate Consultant,Software Development Department,Full Time,Positive,5,Good place to work,bad managementspecific
Senior Software Engineer,Operations Support Department,Full Time,Positive,5,Work Environment and the frequently connection with the leaders and their appraisal.,Policy related to increament in salary.
Analyst And Software Engineer,Quality Assurance and Testing Department,Full Time,Neutral,3,I like ntg about this place as employee are not provided flexibility to chosse project and domain,No terrible work life balance is provided and no flexiblity is provided in terms of shifts
Associate Consultant,Software Development Department,Full Time,Positive,5,We can learn new technologies,Appraisal and hike structure
Seniour Consultant,IT Consulting Department,Full Time,Neutral,3,job seccurity. Skill development,Not providing bonus and allowances
Cloud Engineer,IT Infrastructure Services Department,Full Time,Neutral,3,Wasn't able to figure out the pros,"Management is flooded with politics.
Favouritism.
Low/No appraisals.
No terrible work life balance in GROUP IT tower."
Software Engineer,IT Support Department,Full Time,Neutral,3,Flexible working.,Lack of resources and salary increase issue
Software Engineer,Software Development Department,Full Time,Neutral,3,Work life balance.,"Hikes and no promotions are something which you might have to cry for. Sometimes you feel you are not heard m, now that depends on the team as well."
Senior Manager,Service Delivery Department,Full Time,Positive,5,Team and Work culture,6 days mandatory work from office
Associate Consultant,Software Development Department,Full Time,Positive,5,"Good to work here, and will have a great learning scope.",Work-life balance is disoriented.
Associate,Operations Support Department,Full Time,Positive,5,Hybrid work culture,My lead manager was badbut the tl :/
Professional II - Engineer,Software Development Department,Full Time,Neutral,3,Work life balance,Salary hike is not badat all
Consultant B5,DevOps Department,Full Time,Positive,5,Good communication with team and client,-NA-
Software Developer,Software Development Department,Full Time,Positive,5,They take care of employees,No free facility
Stress Engineer,Aviation Engineering Department,Full Time,Positive,5,Work life balance is good and colleagues are good to work with,bad management such but salary could be raised
Software Developer   (working remotely),IT Infrastructure Services Department,Full Time,Positive,5,Everything is good here and ik,bad managementeverything is badhere
Lead Software Engineer,Life Insurance Department,Full Time,Positive,5,"Hr policies, Hybrid Working, work flexibility etc.",No one is help after the joining and our BU Hr is not responding properly.
Consultant B5,Software Development Department,Full Time,Positive,5,Friendly and supportive,"No, bad experience with the organisation"
Team Lead,Finance Department,Full Time,Neutral,3,It is a good company for freshers,"Too much politics,Managers harrases the employee,they help only those employee who does buttering to them"
Senior Consultant,Software Development Department,Full Time,Neutral,3,Skill Development.,Poor management & HR communication.
Senior Consultant C4,IT Infrastructure Services Department,Full Time,Positive,5,Good work culture and flexible environment.,Appraisal system is not bad.
Associate Consultant,"Investment Banking, Private Equity & VC Department",Full Time,Positive,5,Work place is good and mangers and TL’s are too good,Not expect the hike and no promotions
Process Associate,Other Department,Full Time,Negative,2,"Good colleague
Good environment
Neatness","Salary
Management
Appraisal"
Associate Consultant,Software Development Department,Full Time,Neutral,3,Capgemini is good company for those who wanna work less and earn less.,Appraisal process and management.
Software Engineer,Software Development Department,Full Time,Positive,5,Company culture and skill development,horrible
Process Associate,Health Informatics Department,Full Time,Positive,5,"Work ethics, humble, polite",Background verification
Software Developer,Software Development Department,Full Time,Neutral,3,Company culture,terrible work life balance
Senior Consultant C4,Operations Support Department,Full Time,Positive,5,Its good that your opinion counts.,No terrible work life balance at all.
Engagement Manager,Technology / IT Department,Full Time,Positive,5,"Great company, culture and vision",Depends on the horrible project management and client
Senior Consultant,Quality Assurance and Testing Department,Full Time,Neutral,3,Skill development,"Salary hike
No wfh option"
Senior Technical Recruiter,Recruitment & Talent Acquisition Department,Full Time,Negative,2,Job is mostly secured,"Compensation and benefits are not as per market standards. Also, no chances of no promotion."
Senior Analyst,IT Infrastructure Services Department,Full Time,Neutral,3,Work life balance,Night shifts work from office
Senior Data Analyst,Data Science & Machine Learning Department,Full Time,Neutral,3,"Infrastructure, Flexible work",Not providing market standard hike
Senior Software Engineer,IT Network Department,Full Time,Positive,5,I love work culture of my company,horrible
Software Developer,Software Development Department,Full Time,Negative,2,The trainers are good.,"The HR, Senior management is pathetic."
Intern,Software Development Department,Intern,Positive,5,Work from home,Micromanagement service is bad hop
Associate Consultant,Software Development Department,Full Time,Positive,5,Good work life balance,No dislikes
Senior Associate,Software Development Department,Full Time,Positive,5,Job Security and environment is good,Salary is worst part in this company
Senior Software Engineer   (working remotely),Software Development Department,Full Time,Positive,5,Job security is very good,Poor Appraisal things happen with me
Senior Consultant,Data Science & Machine Learning Department,Full Time,Neutral,3,Here there is job security,Hikes is very very less despite getting badrating
Network Specialist,Technology / IT Department,Full Time,Negative,2,great.,The worst work culture salary no promotion work as per the skill set are pathetic.
Technology Manager,Other Department,Full Time,Positive,5,Work environment is really good,Appraisal policy and pay hike
Analyst,IT Security Department,Full Time,Positive,5,none  as of now,none as of now
Product Support Engineer,Technical support  Department,Full Time,Positive,5,Security to female employees is good.,"Ratings were not given according to standards.
Depends on Managers"
Consultant,Life Insurance Department,Full Time,Neutral,3,Job Security,"no promotions, salary and appraisals"
Manager - Capgemini,IT Network Department,Full Time,Neutral,3,Skill Development and Learning is a Plus,compensation and no benefits
Process Associate,Non Voice Department,Full Time,Neutral,3,"Nil
...
.....","Nil m
...
......
.."
Senior Analyst,IT Infrastructure Services Department,Full Time,Neutral,3,It provides lot of resources for learning and skill development.,It is having support horrible project managements and need to work in shift in most of the horrible project managements.
Network Engineer,IT Network Department,Full Time,Positive,5,It is good and awesome,Old office canteen is not bad
"SAP ARIBA, PTP CONSULTANT, SAP MM CONSULTANT, SAP MM EDI",IT Consulting Department,Full Time,Positive,5,Good culture and very good salary structure,Complicated shift allowance procedure
Process Lead,Accounting & Taxation Department,Full Time,Positive,5,Job Security in Capgemini a positive for employees,Appraisal and no promotions
Storage And Backup Administration,IT Infrastructure Services Department,Full Time,Positive,5,"Work Life balance,","Salary structure,"
Analyst,Recruitment & Talent Acquisition Department,Full Time,Positive,5,Colleagues,terrible work life balance and other benefits or perks than salary is not there
Project Manager,Banking Operations Department,Full Time,Positive,5,Lean many new technology,bad management of now
Softwaretest Engineer,Banking Operations Department,Full Time,Negative,2,"great
Campus
Can service","Management heirachy
Shift
Culture"
Software Associate,IT Consulting Department,Full Time,Positive,5,"Salary on time, insurance,  leaves",It is the best company for freshers
Websphere Administrator,Administration Department,Full Time,Positive,5,Okay no issues,bad managementbadenvironment
Senior Associate,Accounting & Taxation Department,Full Time,Positive,5,Good management and we'll infrastructured,Hikes and no promotions
Associate Consultant,Quality Assurance and Testing Department,Full Time,Neutral,3,They will provide onsite opportunities,They will not give enough resources ultimately it will give you work load
Associate Consultant,Banking Department,Full Time,Neutral,3,Not much pressure to come to office,No work-life balance
Engagement Manager,SCM & Logistics Department,Full Time,Positive,5,Great leaders and thoughtful people around,bad managementspecific
Process Lead,Finance Department,Full Time,Positive,5,Smooth working environment,Poor payscale
Network Engineer,IT Network Department,Full Time,Neutral,3,Great opportunities to learn technical things as an intern.,Difficult to manage work and personal life.
Manager,Software Development Department,Full Time,Positive,5,Good Company Culture,"Growth is slow and less, no oniste oppurtunities."
Mobile Architect,Engineering Department,Full Time,Negative,2,great much to like,They want to work you even after office hours. Managers want to put their own work on you & expect you to deliver both manager work and their own work.
Analyst,Software Development Department,Full Time,Positive,5,Best experience I had in cg,bad managementto dislike about this company
Analysts A7,Finance Department,Full Time,Negative,2,Salry which is trap,Most of people  on bench and get into pip without getting even interview  calls.
Associate Consultant,Software Development Department,Full Time,Positive,5,Work culture and good environment,bad management such but the pay is less
Software Engineer,Software Development Department,Full Time,Neutral,3,Job security,terrible work life balance
Senior Analyst,IT Consulting Department,Full Time,Positive,5,Work life balance,Appraisal is not as expected.
Associate Consultant,Quality Assurance and Testing Department,Full Time,Positive,5,Good place to work,Salary is not as expected and hike is less
Program Manager,Technology / IT Department,Full Time,Neutral,3,Variable payout is good,No salary or role growth
Senior Associate,Marketing Department,Full Time,Negative,2,Inclusive environment  for all,Remuneration. Appraisals. Laid back attitude
Team Lead,Finance Department,Full Time,Neutral,3,"Work culture, job security.","Payroll, Benefits and leave policies"
Associate Consultant,Software Development Department,Full Time,Positive,5,Good workplace friendly team preferable for women candidate,bad managementn particular notice as such
Senior Software Engineer,Banking Operations Department,Full Time,Positive,5,It's comfortable environment,Lack of exposure
Senior Software Engineer,"Investment Banking, Private Equity & VC Department",Full Time,Neutral,3,Skil developement programs conducted by Capgemini.,Work environment is too bad jn Capgemini.
Sap Security Consultant,Software Development Department,Full Time,Positive,5,Good company work atmosphere is very good,NO dis likes
Data Engineer,Life Insurance Department,Full Time,Positive,5,I liked work culture and support by the organization.,NO Issues.
Fico Consultant,Finance Department,Full Time,Positive,5,I have learnt new things,I have asked work from home but they gave hybrid model.
Senior Software Engineer,General Insurance Department,Full Time,Positive,5,"Work life balance, job security",Hikes and no promotions are not received at time.
Sap Fico Consultant,IT Support Department,Full Time,Positive,5,good work life balance,salary is comparatively lower
Senior Data Engineer,DBA / Data warehousing Department,Full Time,Positive,5,overall a good place to work,less growth
ASSOCIOATE Consultant,"Investment Banking, Private Equity & VC Department",Full Time,Positive,5,good place of working,no promotional culture
Manager,Banking Operations Department,Full Time,Positive,5,Work life balance is good with compare to other services based company,Getting a horrible project management is difficult
